指标,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004
国内生产总值(亿元),1260582.1,1204724.0,1149237.0,1013567.0,986515.2,919281.1,832035.9,746395.1,688858.2,643563.1,592963.2,538580.0,487940.2,412119.3,348517.7,319244.6,270092.3,219438.5,187318.9,161840.2
